,cc_id,chart_id_cc,chart_id_matches_cc,title_cc,details_cc,source_raw_cc,nm_id,published_date_cc,raw_text_cc,title_ntm,references_ntm,referenced_nm_ids,details_ntm,charts_raw_ntm,chart_ids_ntm,publication_ntm,raw_text_ntm,source_pdf_ntm,Unnamed: 18,sufficient_context,Notes (from me),additional_source
35,00010-26,117,['117'],Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.,"Delete the lights and beacons as specified at positions 1) to 4).
1) 55° 53.909'N - 011° 55.730'E, F.R 25m (occas)
2) 55° 53.962'N - 011° 55.514'E, F.R 14m (occas)
3) 55° 50.680'N - 011° 58.340'E, F.G 18m (occas)
4) 55° 50.576'N - 011° 57.745'E, F.G 12m (occas)",NM-1018-25,NM-1018-25,1/9/26,"00010-26
Chart 117 2026-01-09
Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.
Details:
Delete the lights and beacons as specified at positions 1) to 4).
1) 55° 53.909'N - 011° 55.730'E, F.R 25m (occas)
2) 55° 53.962'N - 011° 55.514'E, F.R 14m (occas)
3) 55° 50.680'N - 011° 58.340'E, F.G 18m (occas)
4) 55° 50.576'N - 011° 57.745'E, F.G 12m (occas)
Source: NM-1018-25
Published: 2026-01-09",Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.,"FA/EK-R-18 2025.
NM-922-25 - (cancelled).",['NM-922-25'],"1) 55° 53.909'N - 011° 55.730'E F.R (occas) rear beacon
2) 55° 53.962'N - 011° 55.514'E F.R (occas) front beacon
3) 55° 50.680'N - 011° 58.340'E F.G (occas) rear beacon
4) 55° 50.576'N - 011° 57.745'E F.G (occas) front beacon","118, 117, 116.","['118', '117', '116', '2025', '18']",(DDEO 3 December 2025. Published 4 December 2025),"NM-1018-25
Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.
References
FA/EK-R-18 2025.
NM-922-25 - (cancelled).
Details
1) 55° 53.909'N - 011° 55.730'E F.R (occas) rear beacon
2) 55° 53.962'N - 011° 55.514'E F.R (occas) front beacon
3) 55° 50.680'N - 011° 58.340'E F.G (occas) rear beacon
4) 55° 50.576'N - 011° 57.745'E F.G (occas) front beacon
Charts
118, 117, 116.
Publication
Firing Practice Areas at Sea 2025, section EK R 18 Jægerspris. Danish List of Lights (Dansk Fyrliste) no 1080a,
1080b, 1082a, 1082b.
(DDEO 3 December 2025. Published 4 December 2025)",NtM-Week-50-2025.pdf,,1,,"Firing Practice Areas at Sea 2025, section EK R 18 Jægerspris. Danish List of Lights (Dansk Fyrliste) no 1080a,
1080b, 1082a, 1082b."
36,00010-26,116,['116'],Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.,"
Delete the lights and beacons as specified at positions 1) to 4).
1) 55° 53.909'N - 011° 55.730'E, F.R 25m (occas)
2) 55° 53.962'N - 011° 55.514'E, F.R 14m (occas)
3) 55° 50.680'N - 011° 58.340'E, F.G 18m (occas)
4) 55° 50.576'N - 011° 57.745'E, F.G 12m (occas)",NM-1018-25,NM-1018-25,1/9/26,"00010-26
Chart 116 2026-01-09
Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.
Details:
Delete the lights and beacons as specified at positions 1) to 4).
1) 55° 53.909'N - 011° 55.730'E, F.R 25m (occas)
2) 55° 53.962'N - 011° 55.514'E, F.R 14m (occas)
3) 55° 50.680'N - 011° 58.340'E, F.G 18m (occas)
4) 55° 50.576'N - 011° 57.745'E, F.G 12m (occas)
Source: NM-1018-25
Published: 2026-01-09",Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.,"FA/EK-R-18 2025.
NM-922-25 - (cancelled).",['NM-922-25'],"1) 55° 53.909'N - 011° 55.730'E F.R (occas) rear beacon
2) 55° 53.962'N - 011° 55.514'E F.R (occas) front beacon
3) 55° 50.680'N - 011° 58.340'E F.G (occas) rear beacon
4) 55° 50.576'N - 011° 57.745'E F.G (occas) front beacon","118, 117, 116.","['118', '117', '116', '2025', '18']",(DDEO 3 December 2025. Published 4 December 2025),"NM-1018-25
Denmark. Kattegat. Isefjord. EK R 18 Jægerspris. Lights and beacons discontinued and removed.
References
FA/EK-R-18 2025.
NM-922-25 - (cancelled).
Details
1) 55° 53.909'N - 011° 55.730'E F.R (occas) rear beacon
2) 55° 53.962'N - 011° 55.514'E F.R (occas) front beacon
3) 55° 50.680'N - 011° 58.340'E F.G (occas) rear beacon
4) 55° 50.576'N - 011° 57.745'E F.G (occas) front beacon
Charts
118, 117, 116.
Publication
Firing Practice Areas at Sea 2025, section EK R 18 Jægerspris. Danish List of Lights (Dansk Fyrliste) no 1080a,
1080b, 1082a, 1082b.
(DDEO 3 December 2025. Published 4 December 2025)",NtM-Week-50-2025.pdf,,1,,"Firing Practice Areas at Sea 2025, section EK R 18 Jægerspris. Danish List of Lights (Dansk Fyrliste) no 1080a,
1080b, 1082a, 1082b."
37,00006-26,110,['110'],Denmark. Kattegat. Mariager Fjord. Hobro Havn. Port regulation.,"Insert Harbour limit (INT 1 – N 49) bounded by positions 1) to 4).
1) 56° 38.3200’N - 009° 47.9800’E
2) 56° 38.2953’N - 009° 48.0162’E
3) 56° 38.3508’N - 009° 48.1623’E
4) 56° 38.3722’N - 009° 48.1275’E",NM-1069-25,NM-1069-25,1/7/26,"00006-26
Chart 110 2026-01-07
Denmark. Kattegat. Mariager Fjord. Hobro Havn. Port regulation.
Details:
Insert Harbour limit (INT 1 – N 49) bounded by positions 1) to 4).
1) 56° 38.3200’N - 009° 47.9800’E
2) 56° 38.2953’N - 009° 48.0162’E
3) 56° 38.3508’N - 009° 48.1623’E
4) 56° 38.3722’N - 009° 48.1275’E
Source: NM-1069-25
Published: 2026-01-07",Denmark. Kattegat. Mariager Fjord. Hobro Havn. Port regulation.,,[],"Danish Civil Aviation and Railway Authority has 17 December 2025 provided a new port regulation for the port in the mentioned position  .
56° 38.333'N - 009° 48.071'E, Hobro Havn.
The regulation enters into force 7 January 2026.
Note
Information regarding the content of the port regulation can be obtained at the port authority.",110plan.,[],(TS 17 December 2025+Q39. Published 18 December 2025),"NM-1069-25
Denmark. Kattegat. Mariager Fjord. Hobro Havn. Port regulation.
Details
Danish Civil Aviation and Railway Authority has 17 December 2025 provided a new port regulation for the port in the mentioned position  .
56° 38.333'N - 009° 48.071'E, Hobro Havn.
The regulation enters into force 7 January 2026.
Note
Information regarding the content of the port regulation can be obtained at the port authority.
Charts
110plan.
Publication
www.danskehavnelods.dk.
(TS 17 December 2025. Published 18 December 2025)",NtM-Week-52-2025.pdf,,0,,www.danskehavnelods.dk.
38,00004-26,1151,['1151'],Greenland. W-coast. Qaqortoq. Mole head light unlit.,"Insert the text ""(exting)"" nearby position 1).
1) 60° 42.955'N - 046° 02.217'W",NM-1050-25,NM-1050-25,1/6/26,"00004-26
Chart 1151 2026-01-06
Greenland. W-coast. Qaqortoq. Mole head light unlit.
Details:
Insert the text ""(exting)"" nearby position 1).
1) 60° 42.955'N - 046° 02.217'W
Source: NM-1050-25
Published: 2026-01-06",Greenland. W-coast. Qaqortoq. Mole head light unlit.,,[],"Until further notice, the mole head light in the mentioned position is unlit.
60° 42.956'N - 046° 02.218'W, Fl.R.3s.","1150, 1151, 1114, 1115, 1116.","['1150', '1151', '1114', '1115', '1116', '7128']",(JACMD 13 November 2025. Published 11 December 2025),"NM-1050-25
Greenland. W-coast. Qaqortoq. Mole head light unlit.
Details
Until further notice, the mole head light in the mentioned position is unlit.
60° 42.956'N - 046° 02.218'W, Fl.R.3s.
Charts
1150, 1151, 1114, 1115, 1116.
Publication
Danish List of Lights (Dansk Fyrliste) no 7128.
(JACMD 13 November 2025. Published 11 December 2025)",NtM-Week-51-2025.pdf,,1,,Danish List of Lights (Dansk Fyrliste) no 7128.
39,00003-26,1352,['1352'],Greenland. W-coast. Maniitsoq. Leading lights lit. Pier open for traffic.,"
Delete the text ""(exting)"" nearby positions 1) and 2).
1) 65° 24.702'N - 052° 53.922'W, Maniitsoq Havn E-lige ankermærke Bagfyr, F.G 13m 10M
2) 65° 24.676'N - 052° 53.958'W, Maniitsoq Havn E-lige ankermærke Forfyr, F.G 8m 10M",NM-1066-25,NM-1066-25,1/6/26,"00003-26
Chart 1352 2026-01-06
Greenland. W-coast. Maniitsoq. Leading lights lit. Pier open for traffic.
Details:
Delete the text ""(exting)"" nearby positions 1) and 2).
1) 65° 24.702'N - 052° 53.922'W, Maniitsoq Havn E-lige ankermærke Bagfyr, F.G 13m 10M
2) 65° 24.676'N - 052° 53.958'W, Maniitsoq Havn E-lige ankermærke Forfyr, F.G 8m 10M
Source: NM-1066-25
Published: 2026-01-06",Greenland. W-coast. Maniitsoq. Leading lights lit. Pier open for traffic.,NM-1005-25 - (cancelled).,['NM-1005-25'],"1) 65° 24.7'N - 052° 53.9'W Maniitsoq (Sukkertoppen) Havn E-lige Ankermærke Bagfyr, F.G
2) 65° 24.7'N - 052° 54.0'W Maniitsoq (Sukkertoppen) Havn E-lige Ankermærke Forfyr, F.G
3) 65° 24.7'N - 052° 54.0'W Atlantkaj","1551, 1512, 1513.","['1551', '1512', '1513']",(KJ Greenland A/S 15 December 2025. Published 17 December 2025),"NM-1066-25
Greenland. W-coast. Maniitsoq. Leading lights lit. Pier open for traffic.
References
NM-1005-25 - (cancelled).
Details
1) 65° 24.7'N - 052° 53.9'W Maniitsoq (Sukkertoppen) Havn E-lige Ankermærke Bagfyr, F.G
2) 65° 24.7'N - 052° 54.0'W Maniitsoq (Sukkertoppen) Havn E-lige Ankermærke Forfyr, F.G
3) 65° 24.7'N - 052° 54.0'W Atlantkaj
Charts
1551, 1512, 1513.
Publication
(L5596)
Danish List of Lights (Dansk Fyrliste) no 7452a (L5596.1), 7452b
(KJ Greenland A/S 15 December 2025. Published 17 December 2025)",NtM-Week-51-2025.pdf,,1,,
40,00002-26,132,['132'],Denmark. The Sound. Aflandshage S. Buoyed measuring equipment withdrawn.,"Delete the buoyage as specified at positions 1) to 4).
Delete the text ""Rec.St."" nearby.
1) 55° 24.792'N - 012° 30.115'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E, yellow spar buoy with cross topmark, Fl(5)Y.20s",NM-1073-25,NM-1073-25,1/6/26,"00002-26
Chart 132 2026-01-06
Denmark. The Sound. Aflandshage S. Buoyed measuring equipment withdrawn.
Details:
Delete the buoyage as specified at positions 1) to 4).
Delete the text ""Rec.St."" nearby.
1) 55° 24.792'N - 012° 30.115'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
Source: NM-1073-25
Published: 2026-01-06",Denmark. The Sound. Aflandshage. Buoyed measuring equipment withdrawn.,NM-645-23 - pos. 1 - 4.,['NM-645-23'],"The buoyed measuring equiment in positions 1) - 4) has been withdrawn
1) 55° 24.792'N - 012° 30.115'E yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E yellow spar buoy with cross topmark, Fl(5)Y.20s","198, 132 (INT 1332), 104.","['198', '132', '104']",(HOFOR A/S 18 December 2025. Published 19 December 2025),"NM-1073-25
Denmark. The Sound. Aflandshage. Buoyed measuring equipment withdrawn.
References
NM-645-23 - pos. 1 - 4.
Details
The buoyed measuring equiment in positions 1) - 4) has been withdrawn
1) 55° 24.792'N - 012° 30.115'E yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E yellow spar buoy with cross topmark, Fl(5)Y.20s
Charts
198, 132 (INT 1332), 104.
(HOFOR A/S 18 December 2025. Published 19 December 2025)",NtM-Week-52-2025.pdf,,1,,
41,00002-26,104,['104'],Denmark. The Sound. Aflandshage S. Buoyed measuring equipment withdrawn.,"Delete the buoyage as specified at positions 1) to 4).
Delete the text ""Rec.St."" nearby.
1) 55° 24.792'N - 012° 30.115'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E, yellow spar buoy with cross topmark, Fl(5)Y.20s",NM-1073-25,NM-1073-25,1/6/26,"00002-26
Chart 104 2026-01-06
Denmark. The Sound. Aflandshage S. Buoyed measuring equipment withdrawn.
Details:
Delete the buoyage as specified at positions 1) to 4).
Delete the text ""Rec.St."" nearby.
1) 55° 24.792'N - 012° 30.115'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E, yellow spar buoy with cross topmark, Fl(5)Y.20s
Source: NM-1073-25
Published: 2026-01-06",Denmark. The Sound. Aflandshage. Buoyed measuring equipment withdrawn.,NM-645-23 - pos. 1 - 4.,['NM-645-23'],"The buoyed measuring equiment in positions 1) - 4) has been withdrawn
1) 55° 24.792'N - 012° 30.115'E yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E yellow spar buoy with cross topmark, Fl(5)Y.20s","198, 132 (INT 1332), 104.","['198', '132', '104']",(HOFOR A/S 18 December 2025. Published 19 December 2025),"NM-1073-25
Denmark. The Sound. Aflandshage. Buoyed measuring equipment withdrawn.
References
NM-645-23 - pos. 1 - 4.
Details
The buoyed measuring equiment in positions 1) - 4) has been withdrawn
1) 55° 24.792'N - 012° 30.115'E yellow spar buoy with cross topmark, Fl(5)Y.20s
2) 55° 25.784'N - 012° 30.150'E yellow spar buoy with cross topmark, Fl(5)Y.20s
3) 55° 27.637'N - 012° 32.996'E yellow spar buoy with cross topmark, Fl(5)Y.20s
4) 55° 27.588'N - 012° 34.761'E yellow spar buoy with cross topmark, Fl(5)Y.20s
Charts
198, 132 (INT 1332), 104.
(HOFOR A/S 18 December 2025. Published 19 December 2025)",NtM-Week-52-2025.pdf,,1,,
42,00001-26,100,['100'],Denmark. Kattegat. Ålbæk Bugt. Skagen S. Obstruction.,"Insert foul ground (INT 1 – K 31.1) at position 1).
1) 57° 41.428'N - 010° 35.740'E",NM-1067-25,NM-1067-25,1/6/26,"00001-26
Chart 100 2026-01-06
Denmark. Kattegat. Ålbæk Bugt. Skagen S. Obstruction.
Details:
Insert foul ground (INT 1 – K 31.1) at position 1).
1) 57° 41.428'N - 010° 35.740'E
Source: NM-1067-25
Published: 2026-01-06",Denmark. Kattegat. Ålbæk Bugt. Skagen S. Obstruction.,NM-1063-25 - (cancelled).,['NM-1063-25'],"An obstruction is reported in the mentioned position.
57° 41.428'N - 010° 35.740'E.
The depth above the obstruction is unknown.
The obstruction is not buoyed.
Mariners are advised to keep well clear.","101 (INT 1301), 100, 92 (INT 1300).","['101', '100', '92']",(DEMA 15 December 2025. Published 17 December 2025),"NM-1067-25
Denmark. Kattegat. Ålbæk Bugt. Skagen S. Obstruction.
References
NM-1063-25 - (cancelled).
Details
An obstruction is reported in the mentioned position.
57° 41.428'N - 010° 35.740'E.
The depth above the obstruction is unknown.
The obstruction is not buoyed.
Mariners are advised to keep well clear.
Charts
101 (INT 1301), 100, 92 (INT 1300).
(DEMA 15 December 2025. Published 17 December 2025)",NtM-Week-51-2025.pdf,,1,,
43,00251-25,132,['132'],Denmark. The Sound. Køge. Stone reef to be established.,"Insert fish haven (INT 1 – K 46.1) bounded by positions 1) to 5).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
5) 55° 24.066'N - 012° 23.724'E",NM-970-25,NM-970-25,12/18/25,"00251-25
Chart 132 2025-12-18
Denmark. The Sound. Køge. Stone reef to be established.
Details:
Insert fish haven (INT 1 – K 46.1) bounded by positions 1) to 5).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
5) 55° 24.066'N - 012° 23.724'E
Source: NM-970-25
Published: 2025-12-18",Denmark. The Sound. Køge. Stonereef to be established.,,[],"In the period 8 December 2025 - 22 February 2026, a stone reef will be established in an area bounded by a line
through positions 1) - 4).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
The work is carried out by the vessel »TJALFE R« (PCTO), which can be contacted on +4521404507
Reduced depths can be expected in the area.
Mariners are requested to pass with caution.","132 (INT 1332), 104.","['132', '104']",(Rhode Nielsen 13 November 2025. Published 21 November 2025),"NM-970-25
Denmark. The Sound. Køge. Stonereef to be established.
Details
In the period 8 December 2025 - 22 February 2026, a stone reef will be established in an area bounded by a line
through positions 1) - 4).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
The work is carried out by the vessel »TJALFE R« (PCTO), which can be contacted on +4521404507
Reduced depths can be expected in the area.
Mariners are requested to pass with caution.
Charts
132 (INT 1332), 104.
(Rhode Nielsen 13 November 2025. Published 21 November 2025)",NtM-Week-48-2025.pdf,,1,,
44,00251-25,104,['104'],Denmark. The Sound. Køge. Stone reef to be established.,"Insert fish haven (INT 1 – K 46.1) bounded by positions 1) to 5).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
5) 55° 24.066'N - 012° 23.724'E",NM-970-25,NM-970-25,12/18/25,"00251-25
Chart 104 2025-12-18
Denmark. The Sound. Køge. Stone reef to be established.
Details:
Insert fish haven (INT 1 – K 46.1) bounded by positions 1) to 5).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
5) 55° 24.066'N - 012° 23.724'E
Source: NM-970-25
Published: 2025-12-18",Denmark. The Sound. Køge. Stonereef to be established.,,[],"In the period 8 December 2025 - 22 February 2026, a stone reef will be established in an area bounded by a line
through positions 1) - 4).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
The work is carried out by the vessel »TJALFE R« (PCTO), which can be contacted on +4521404507
Reduced depths can be expected in the area.
Mariners are requested to pass with caution.","132 (INT 1332), 104.","['132', '104']",(Rhode Nielsen 13 November 2025. Published 21 November 2025),"NM-970-25
Denmark. The Sound. Køge. Stonereef to be established.
Details
In the period 8 December 2025 - 22 February 2026, a stone reef will be established in an area bounded by a line
through positions 1) - 4).
1) 55° 24.066'N - 012° 23.724'E
2) 55° 23.808'N - 012° 24.420'E
3) 55° 23.562'N - 012° 24.060'E
4) 55° 23.844'N - 012° 23.436'E
The work is carried out by the vessel »TJALFE R« (PCTO), which can be contacted on +4521404507
Reduced depths can be expected in the area.
Mariners are requested to pass with caution.
Charts
132 (INT 1332), 104.
(Rhode Nielsen 13 November 2025. Published 21 November 2025)",NtM-Week-48-2025.pdf,,1,,
45,00250-25,162,['162'],Denmark. The Waters South of Zealand. Storstrøm. Havnsø Nakke. Marine farm established.,"Insert a marine farm (INT 1 – K 48.2) at position 1).
Insert the text ""Buoyed"" nearby.
1) 54° 57.180'N - 011° 54.077'E.",NM-1001-25,NM-1001-25,12/18/25,"00250-25
Chart 162 2025-12-18
Denmark. The Waters South of Zealand. Storstrøm. Havnsø Nakke. Marine farm established.
Details:
Insert a marine farm (INT 1 – K 48.2) at position 1).
Insert the text ""Buoyed"" nearby.
1) 54° 57.180'N - 011° 54.077'E.
 
Source: NM-1001-25
Published: 2025-12-18",Denmark. The Waters South of Zealand. Storstrøm. Havnsø Nakke. Marine farm reported.,,[],"Until further notice, a marine farm has been reported at the mentioned position.
54° 57.180'N - 011° 54.077'E.
The marine farm is not visible above the surface. The marine farm is buoyed by four yellow daymarks.","162, 104.","['162', '104']",(DEMA 14 November 2025. Published 27 November 2025),"NM-1001-25
Denmark. The Waters South of Zealand. Storstrøm. Havnsø Nakke. Marine farm reported.
Details
Until further notice, a marine farm has been reported at the mentioned position.
54° 57.180'N - 011° 54.077'E.
The marine farm is not visible above the surface. The marine farm is buoyed by four yellow daymarks.
Charts
162, 104.
(DEMA 14 November 2025. Published 27 November 2025)",NtM-Week-49-2025.pdf,,1,,
